,index,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
243,30919,Argentina,"This starts out tarry, but airing reveals aromas of tobacco, asphalt and oaky berry fruits. The mouthfeel is flush and extracted, but not overly heavy. Flavors of black fruits are more generic than specific, while the finish is tannic, with lively acidity. The blend is Malbec, Cabernet Sauvignon and Bonarda.",Corte B,91,30.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Vistalba 2011 Corte B Red (Mendoza),Red Blend,Vistalba
244,31148,France,"Attractively ripe, this second wine from Château Léoville las Cases is initially fruity. The structure comes through only slowly to reveal itself.The wine is ripe yet shot through with acidity. Likely to develop quickly.",Le Petit Lion,92,100.0,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Léoville Las Cases 2010 Le Petit Lion  (Saint-Julien),Bordeaux-style Red Blend,Château Léoville Las Cases
245,31152,US,"It's impossible to exaggerate the yummy factor of this silky, fruity Pinot Noir. While it has pleasant acidity, it's the raspberry, cherry, cinnamon and brown-sugar flavors that make it so appealing to drink now.",,92,35.0,California,Napa Valley,Napa,,,Merryvale 2010 Pinot Noir (Napa Valley),Pinot Noir,Merryvale
246,31159,US,"Right off the bat, this Pinot impresses for sheer depth of fruity flavor. It's rich and showy with plums and cherries, spicy notes of tobacco and pine, and toasty, new oak. The tannin-acid structure is impeccably balanced. Delicious to drink now, but should also mature beautifully. A majority of the grapes come from the winery's Wayfarer Vineyard, in the new Fort Ross-Seaview appellation.",,92,75.0,California,Sonoma Coast,Sonoma,,,Pahlmeyer 2010 Pinot Noir (Sonoma Coast),Pinot Noir,Pahlmeyer
247,31189,US,"This blend of Barbera, Petite Sirah and other red varieties tastes hearty, fruity, full flavored and full bodied, without being too tannic to enjoy easily. Aromas like blackberry jam and flavors reminiscent of dark plum and spicy, smoky oak make it tempting and delicious. Enough fresh acidity keeps it balanced.",Zhu Sha,90,34.0,California,Clements Hills,Central Valley,Jim Gordon,@gordone_cellars,Cinnabar 2012 Zhu Sha Red (Clements Hills),Red Blend,Cinnabar
248,31226,France,"Spicy, ripe and fruity, this wine has enough structure to give shape to the broad black fruits that are the stars. A smoky element comes from just the right amount of wood aging. Drink from 2017.",,90,18.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Recougne 2012  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Recougne
249,31576,US,"Perhaps the lightest Pinot in the producer's lineup, and the most readily accessible, this is fresh and fruity. Highlighted in strawberry and cherry, it retains a tension of black tea and earth. Silky on the palate, it finishes as lightly as it started.",,90,39.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Williams Selyem 2013 Pinot Noir (Sonoma County),Pinot Noir,Williams Selyem
250,31736,South Africa,"Attractive fragrances of mulled berries, cassis and black cherry lead the fruity bouquet of this wine, with added interest from supporting notes of sweet smoke, pepper and licorice root. The mouthfeel is creamy and full, but with ample tannin and acidity to provide structure and lend a gripping texture. Ripe flavors of plum, fig, cassis, black tea and leather flood the palate and linger long on the finish. Drink now–2018.",,91,30.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Rust en Vrede 2010 Cabernet Sauvignon (Stellenbosch),Cabernet Sauvignon,Rust en Vrede
251,31813,US,"Reduced on the nose, youthfully, the reduction blows away to reveal a fruity landscape of blueberry and blackberry that's ripe yet light. Spritzy acidity freshens a hearty body and supportive oak.",Annadel Gap Vineyard Estate,90,44.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Westwood 2015 Annadel Gap Vineyard Estate Pinot Noir (Sonoma County),Pinot Noir,Westwood
252,31820,US,"This blend of four Italian grape varieties melds highlights of oak spices and pepper with just-ripe cherry and raspberry flavors for a tasty, complex but not heavy personality. The texture is mildly tannic, the balance is spot-on and it has an appetizing, crisp finish.",Quadriga Hopland Ranches Estate Bottled,90,28.0,California,Mendocino,,Jim Gordon,@gordone_cellars,Brutocao 2014 Quadriga Hopland Ranches Estate Bottled Red (Mendocino),Red Blend,Brutocao
253,31826,France,"This ripe, fruity wine is developing a fine balance between fruit and structure. Its black currant flavors are bright, juicy and crisp, sustained by a core of dryness and delicious acidity. It will benefit from another year of age, so wait until late 2018 before drinking.",,90,28.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Larrivaux 2012  Haut-Médoc,Bordeaux-style Red Blend,Château Larrivaux
254,31924,US,"This is a big Pinot Noir that's dark, heavy and rich. It tastes like a confection with raspberry and cherry-pie filling, with hints of currants, roasted almonds, milk chocolate and anise. While it's in-your-face now, it should mellow over the next six years.",Soberanes Vineyard,90,55.0,California,Santa Lucia Highlands,Central Coast,,,Black Kite 2010 Soberanes Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Black Kite
255,31961,US,"Baer's Arctos blend is about three fifths Cabernet Sauvignon, and here the grape shows less fat, and more structure than in the previous vintage. It's a better wine, sleek and yet fruity, with a pleasing mix of blackberry and cassis. The tannins are forceful, herbal, and sturdy, giving the finish a firm spine. The grace notes of clove and coffee and loam continue to add interest as the wine lingers through a dense finish.",Arctos,93,41.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Baer 2008 Arctos Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Baer
256,32194,US,"You'll love the brightness and liveliness of this wonderfully drinkable Cabernet. Sometimes these rich wines can be heavy, but this one combines tartness with its elaborate blackberry jam, anise and cedar wood flavors, which makes it sing. Perfect now with a great steak, and should age well for up to eight years.",,93,47.0,California,Napa Valley,Napa,,,Long Meadow Ranch 2009 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Long Meadow Ranch
257,32398,Portugal,"Old vines give this ripe and fruity wine both concentration and a fine perfumed character. With a short six months in wood, it's smooth, creamy and rich with apricot and mango flavor, needing some aging. Drink from 2018.",Lua Cheia em Vinhas Velhas Reserva Branco,91,22.0,Douro,,,Roger Voss,@vossroger,Wines & Winemakers 2015 Lua Cheia em Vinhas Velhas Reserva Branco White (Douro),Portuguese White,Wines & Winemakers
258,32415,US,"Generous and flavorful, this is one of the best California AVA wines available. It's concentrated and tannic, with medium-full body, a hint of sweetness and layers of dark cherry and plum fruit. Baking spice nuances linger on the finish. Best after 2019.",,91,16.0,California,California,California Other,Jim Gordon,@gordone_cellars,Slow Press 2015 Cabernet Sauvignon (California),Cabernet Sauvignon,Slow Press
259,32455,France,"There is a heavy wood presence in this wine. For now, it dominates with burnt toast and dark chocolate flavors. Happily, the fruit is also developing well, bringing its fresh black-currant flavors into the balance. Drink this still-young wine from 2020.",,90,25.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château des Bardes 2014  Saint-Émilion,Bordeaux-style Red Blend,Château des Bardes
260,32457,France,"A fruity, juicy wine with balanced tannins and red fruits. It is a lively perfumed wine that has some toasty tannins in the background. Drink this ripe wine from 2019. One of five wineries owned by Bernadette Faure and Alain Aubert; their daughters oversee vineyards, winemaking and marketing.",,90,25.0,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Château German 2014  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château German
261,32465,Austria,"Fragrant notes of candied pear and lifted hints of orange blossom are tempered by exuberant lemon freshness. The palate is of tender, enveloping but not overbearing sweetness, carrying aloft an exquisite, honeyed tableau of pear and quince, mirabelle plum and apricot, balanced by pure lemon freshness. The finish is soft, moreish and mellow.",Spätlese Cuvée,90,19.0,Burgenland,,,Anne Krebiehl MW,@AnneInVino,Gunter Triebaumer 2015 Spätlese Cuvée White (Burgenland),White Blend,Gunter Triebaumer
262,32489,US,"This Pinot is not hiding behind anything. It has lots of natural-tasting fruit aromas and flavors without overt oak. Flavors recall cherry, berry and rhubarb; the wine tastes firm and moderately tannic, and has medium to full body. Beautifully balanced, it should improve through 2018.",Cerise Vineyard,92,54.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Saintsbury 2011 Cerise Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Saintsbury
263,32972,US,"This bright and fruity Beaujolais-style wine is as light and refreshing as a young wine can possibly be. It delivers a smile-inducing burst of strawberry and cherry fruit—round, ripe and juicy. You absolutely want to drink this sometime in 2016 while all that youthful energy remains.",Whole Cluster,90,22.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Willamette Valley Vineyards 2015 Whole Cluster Pinot Noir (Willamette Valley),Pinot Noir,Willamette Valley Vineyards
264,33609,France,"Now owned by Château Haut-Bailly, this wine was produced before the purchase. It is elegant and ripe; its tannins already well integrated, resulting in a full-bodied yet fruity character. Black plum and dark spice notes are lightened with refreshing acidity on the finish. Age for five years and more.",,91,80.0,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château le Pape 2010  Pessac-Léognan,Bordeaux-style Red Blend,Château le Pape
265,33847,US,"This 100% Merlot is sourced from Sagemoor Farms' Bacchus and Dionysus vineyards. For the first time, there is no Cabernet Franc in the blend. Richly fruity, with loads of cherry, raspberry compote and black currant flavors, this melds in grace notes of chocolate and caramel, seamlessly. Thick and flat-out luscious, yet structured with a tannic spine that gives definition and focus all the way through.",,95,38.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Abeja 2008 Merlot (Columbia Valley (WA)),Merlot,Abeja
266,34115,France,"Produced from a single parcel, whose origins go back to 1492, this fresh, herbal and crisp wine is fruity and complex at the same time. Intense acidity is allied with pineapple and apricot flavors. The elegant mineral texture cuts through the fruitiness, giving a fine structure. The wine is now ready to drink.",La Vigne de Beaussoppet,93,33.0,Loire Valley,Pouilly-Fumé,,Roger Voss,@vossroger,Domaine Laporte 2012 La Vigne de Beaussoppet  (Pouilly-Fumé),Sauvignon Blanc,Domaine Laporte
267,34132,US,"Made in a ripe, rich style, this is a big, fruity wine. It's has a potent black-cherry jam flavor that's simply delicious. Atypical for Pinot Noir, but there's no denying how good it tastes.",Deja Vu,90,60.0,California,Paso Robles,Central Coast,,,Babcock 2010 Deja Vu Pinot Noir (Paso Robles),Pinot Noir,Babcock
268,34255,France,"Ripe and richly fruity, the wine is full bodied with great acidity as well as firm tannins. It will keep for many years. Bold tannins and a fine tension between the fruit and acidity are all promising for the future. Drink this impressive wine from 2025.",,94,120.0,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Pape Clément 2014  Pessac-Léognan,Bordeaux-style Red Blend,Château Pape Clément
269,34512,US,"Pretty tannic, with a hard edge, although it's very fruity and rich, and should soften and mellow with time in the cellar. Thoroughly dry, it shows complex flavors of wild raspberries, cherry compote, cola and spices, compounded with smoky, sweet oak. Give it until 2011 to begin to come around.",Peay Vineyard,95,54.0,California,Russian River Valley,Sonoma,,,Williams Selyem 2007 Peay Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
270,34586,Spain,"Saucy, gritty aromas of molasses, savory plum and road tar are more dark and brooding than fruity. This blend of Tempranillo, Cabernet and Merlot is tight and collected on the palate, with gritty, oaky flavors of blackberry and dark plum. A peppery, spicy finish gets much of its taste from the barrel. Drink through 2023.",Crianza,90,57.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Pago de Carraovejas 2014 Crianza  (Ribera del Duero),Red Blend,Pago de Carraovejas
271,34632,Portugal,"Tough, tannic and still young, this is a powerful and dense wine. Huge and concentrated black fruits are merged into dry tannins that are still waiting to soften. This ripe, potentially fruity wine needs to age for several years. Drink from 2018.",Somontes Reserva,91,19.0,Dão,,,Roger Voss,@vossroger,Casa da Passarella 2011 Somontes Reserva Red (Dão),Portuguese Red,Casa da Passarella
272,34646,Spain,"Lovely licorice, cherry, kirsch and malty aromas grace the bouquet on this single-vineyard Priorat that's full, lush, pure and moderately tannic. Blackberry, black cherry, cassis and chocolate are the key flavors, while a chewy, tannic, lightly toasted finish introduces touches of prune and raisin. Drink through 2022.",Mas de la Rosa,94,165.0,Catalonia,Priorat,,Michael Schachner,@wineschach,Vall Llach 2010 Mas de la Rosa Red (Priorat),Red Blend,Vall Llach
273,35122,Spain,"Baked raisiny aromas of spice cake are almost overdone. Like many 2009 RDDs, this is huge, tannic and massive as a whole. A woody flavor profile includes earthy jammy berry fruit, while this is heavy with campfire notes on the finish. This is 80% Tempranillo and 20% Cabernet Sauvignon. Drink through 2023.",Ardal Gran Reserva Selección Especial,91,80.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Balbas 2009 Ardal Gran Reserva Selección Especial  (Ribera del Duero),Tempranillo-Cabernet Sauvignon,Balbas
274,35188,US,"Ripe and fruity, rich and generous, almost soft in texture, this starts with strawberry-syrup aromas, then tastes like sweet red cherries with light spicy oak accents. It's basically a big soft pillow of fruitiness, but a touch of tannin kicks in on the finish to keep it refreshing.",Old Camp,90,48.0,California,Russian River Valley,Sonoma,Jim Gordon,@gordone_cellars,Sanglier Cellars 2012 Old Camp Pinot Noir (Russian River Valley),Pinot Noir,Sanglier Cellars
275,35328,US,"As usual with a Hirsch Pinot, the wine is young and thick and jammy, even a little heavy, and needs time to develop. The wild raspberry, sour cherry, cola and Asian spices have a touch of smoky new oak, while the tannins and acids are noticeable, providing a dry architecture for the ripe fruit. Should develop over the next decade, as everything comes together into balance.",Hirsch Vineyard,93,72.0,California,Sonoma Coast,Sonoma,,,Williams Selyem 2005 Hirsch Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Williams Selyem
276,35340,Australia,"Made in the winery's classically savory style, this flagship Cabernet shows a touch of bricking at the rim and some maturing aromas and flavors of tobacco, cedar and earth. It's broad and mouthfilling, creamy in texture yet not obviously fruity, finishing with lush, soft tannins and a touch of hickory smoke. Drink now–2015.",St. Andrews,93,50.0,South Australia,Clare Valley,,Joe Czerwinski,@JoeCz,Wakefield 2001 St. Andrews Cabernet Sauvignon (Clare Valley),Cabernet Sauvignon,Wakefield
277,35344,Australia,"Operative words to describe this wine might include seamless and harmonious. There's such wonderful integration of fruit and oak that it's difficult to pick this wine's flavor components apart—it's a whirl of cassis and cedar, yet restrained; full-bodied, rich and dense without being heavy. Long and velvety on the finish, with enough soft tannins to last it 10–15 years.",,93,75.0,Western Australia,Margaret River,,Joe Czerwinski,@JoeCz,Moss Wood 2004 Cabernet Sauvignon (Margaret River),Cabernet Sauvignon,Moss Wood
278,35385,France,"This is a chateau that is getting better and better. This 2009 is packed with sweet fruit, impressive tannins and a complex dark structure. It is fruity, yet powerful, for good aging.",,92,58.0,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Lafon-Rochet 2009  Saint-Estèphe,Bordeaux-style Red Blend,Château Lafon-Rochet
279,35386,France,"A delicious wine, so fruity. It does have the proper tannins but it is a wine that is already approachable with its sweet fruits—a pleasure to taste. However, for the future, watch those tannins.",,92,50.0,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château les Ormes de Pez 2009  Saint-Estèphe,Bordeaux-style Red Blend,Château les Ormes de Pez
280,35450,US,"This is a fruity mix of sweet berries, with a streak of ripe orange. In both nose and mouth an almost delicate earthiness can be noticed, with suggestions of dried leaves.",Lachini Family Estate,91,60.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Lachini 2014 Lachini Family Estate Pinot Noir (Chehalem Mountains),Pinot Noir,Lachini
281,35479,Portugal,"This wine is fruity, with attractive supporting tannins and the concentration of old vines. Berry fruits are developing well, giving a wine that will be generous and full bodied. The aftertaste introduces layers of acidity. Drink from 2019.",Quinta Dona Mafalda Vinhas Velhas,90,23.0,Douro,,,Roger Voss,@vossroger,Quinta do Castelinho 2014 Quinta Dona Mafalda Vinhas Velhas Red (Douro),Portuguese Red,Quinta do Castelinho
282,35487,Australia,"A fresh, fruity and fun rendering of Pinot Noir, this medium-bodied wine features lightly floral aromas, red cherry and raspberry fruit and a silky, mouthwatering finish. Drink now–2020.",,90,17.0,South Australia,Adelaide Hills,,Joe Czerwinski,@JoeCz,Wakefield 2015 Pinot Noir (Adelaide Hills),Pinot Noir,Wakefield
283,35563,US,"This is one of those wines that's a little soft and heavy by itself, but when paired with the right food, it will explode. Made from Syrah, Malbec and Petite Sirah, it's bone dry, with blackberry, red currant, bacon and white pepper flavors that are wrapped into firm tannins and finished with a touch of smoky oak. It begs for a simple, sweet, charcoal-grilled steak.",Renegade Margarita Vineyard,91,23.0,California,Paso Robles,Central Coast,,,Ancient Peaks 2010 Renegade Margarita Vineyard Red (Paso Robles),Red Blend,Ancient Peaks
284,35583,US,"Big, rich and heavy in its youth, this Pinot has a Rhône-like feeling; its cherry and currant flavors suggest Grenache. Yet for that style, it's a good wine, showing cherry, currant and pine cone flavors that lend interest. A smoky grilled steak or pork will negociate its tannins, but you might want to age it for up to eight years.",Doña Margarita Vineyard,91,45.0,California,Sonoma Coast,Sonoma,,,Marimar Estate 2005 Doña Margarita Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Marimar Estate
285,35712,Portugal,"Based on the local Castelão grape, this wine is aged in wood for eight months. Its ripeness and soft tannins are both fruity and lightly structured. It is full-bodied, yet has enough acidity to bring out a juicy, fruity aftertaste.",Periquita Reserva,90,16.0,Península de Setúbal,,,Roger Voss,@vossroger,José Maria da Fonseca 2014 Periquita Reserva Red (Península de Setúbal),Portuguese Red,José Maria da Fonseca
286,35924,France,"This is a ripe, richly fruity wine. It has the full-bodied character associated with Pouilly Fumé, bringing out ripe green fruits, apricots and a tangy, zesty background that gives a lift. The wine is ready to drink, although it will be better from 2017.",,91,50.0,Loire Valley,Pouilly-Fumé,,Roger Voss,@vossroger,Bertrand Jeannot et Fils 2014  Pouilly-Fumé,Sauvignon Blanc,Bertrand Jeannot et Fils
287,35942,US,"Fresh pear and jasmine rise on the nose of this wine, a fulsome, full-bodied version of the variety that's creamy in vanilla and caramel undertones. Rewarding with food, it finishes fresh and fruity.",Tench Vineyard,91,48.0,California,Oakville,Napa,Virginie Boone,@vboone,Patland 2013 Tench Vineyard Sauvignon Blanc (Oakville),Sauvignon Blanc,Patland
288,35988,New Zealand,"Made in a very ripe, supple style, this medium-bodied wine boasts plenty of dark cherry fruit. Hints of wind-blown dust give it a welcome non-fruity edge, while the silky tannins linger elegantly on the finish. Drink now–2020.",,91,40.0,Central Otago,,,Joe Czerwinski,@JoeCz,Amisfield 2012 Pinot Noir (Central Otago),Pinot Noir,Amisfield
289,36139,US,"Fresh and fruity, this elegant Cab is supported by smaller percentages of Malbec and Petit Verdot. Firm tannins and a low imprint of oak allow the cinnamon-dusted black cherry and cassis to speak, girded by a fine structure and peppery finish.",,92,40.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Flora Springs 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Flora Springs
290,36219,US,"Terlato has mastered the art of crafting Bordeaux-style red wines that scream Napa Valley. The style is the modern one of exceptional ripeness, softness and sweetness, generously oaked and slightly high in alcohol. Here, you'll find deep flavors of blackberries, mocha, black currants, olives and toast. It's ready to drink now, and should develop in the bottle for at least 10 more years.",Episode,94,175.0,California,Napa Valley,Napa,,,Terlato 2010 Episode Red (Napa Valley),Bordeaux-style Red Blend,Terlato
291,36676,US,"The lightly fruity flavors conjure cranberry and raspberry, with moderate acidity. This young wine should improve with further bottle age. Best to tuck it away for another three or four years.",,91,48.0,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,@paulgwine ,Domaine Divio 2014 Pinot Noir (Ribbon Ridge),Pinot Noir,Domaine Divio
292,36704,Portugal,The stupidly heavy bottle is off-putting. That's a shame as the wine itself is ripe and impressive. Rich lemon and pear fruits go with touches of wood spice and a mineral texture. They blend well in a full and generous wine that is now ready to drink.,Andreza Grand Reserva,91,28.0,Douro,,,Roger Voss,@vossroger,Wines & Winemakers 2013 Andreza Grand Reserva White (Douro),Portuguese White,Wines & Winemakers
293,37016,US,"If the first duty of a wine is to be delicious, this Pinot more than lives up to the obligation. It doesn't show the delicacy or silkiness of a classic Russian River Pinot Noir, being a little heavy and full-bodied. But it's fabulously rich and opulent, offering a tapestry of berry, mocha, spice and smoky oak notes. Soft, smooth tannins and crisp acids add to the pleasure. Drink this over the next few years.",Gold Ridge Vineyard Semper,93,85.0,California,Russian River Valley,Sonoma,,,Tuck Beckstoffer 2009 Gold Ridge Vineyard Semper Pinot Noir (Russian River Valley),Pinot Noir,Tuck Beckstoffer
294,37042,France,"This wine starts with a shock of acidity, followed by a ripe blackberry note. It is upright, structured and still young, and its sweetness is just beginning to show through the tannins and acidity. Give it 3–4 years.",,92,38.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Grand Barrail Lamarzelle Figeac 2008  Saint-Émilion,Bordeaux-style Red Blend,Château Grand Barrail Lamarzelle Figeac
295,37343,France,"This is a warm wine with a rounded feel, making it soft and full of red fruits. It features strawberry sweetness as well as a tighter, more tannic character. It could well age, so wait until 2016.",,90,27.0,Burgundy,Côte de Beaune-Villages,,Roger Voss,@vossroger,David Moreau 2011  Côte de Beaune-Villages,Pinot Noir,David Moreau
296,37365,US,"Robust and full-bodied, as you'd expect from this vineyard, a dry, somewhat tannic wine that shows a stubbornly fruity immaturity. That doesn't mean you can't drink it now, because the flood of cherries, black raspberries, sweet cola and vanilla-infused smoky oak is delicious. However, this big, powerful wine actually needs a few years in the cellar to calm down.",Pisoni Vineyard,94,55.0,California,Santa Lucia Highlands,Central Coast,,,Roar 2007 Pisoni Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Roar
297,37457,US,"Smooth, polished and ripe, this is a blend of Alexander Valley and Sonoma Valley. Those are both warm appellations, and in this warm vintage, the wine is extremely ripe. It brims with chocolate, cassis and licorice flavors. Almost too fruity, this is saved by a dry finish.",,90,42.0,California,Sonoma County,Sonoma,,,Arrowood 2004 Merlot (Sonoma County),Merlot,Arrowood
298,37516,France,"Rich and sweetly fruity, this wine wields intense power. Red fruits are initially opulent and pleasurable, but then the wine begins to show solid structure and concentration. The final texture, with its tannins and fruit in harmony, is impressive. Drink from 2018.",Cuvée Héritiers Latour,93,280.0,Burgundy,Chambertin,,Roger Voss,@vossroger,Louis Latour 2011 Cuvée Héritiers Latour  (Chambertin),Pinot Noir,Louis Latour
299,37661,US,"Farrell's Starr Ridge Dijon bottling is a fruity wine, bright and forward in red and black cherry, black raspberry, licorice and cola flavors, with smoky oak elaborations and a floral scent of violets. All that richness is balanced with crisp acids and even a dusting of fine tannins. Brilliant and pure, this Pinot should provide fine drinking through the age of six years or more, depending on how you like your older wines.",Starr Ridge Vineyard Dijon Clones,93,50.0,California,Russian River Valley,Sonoma,,,Gary Farrell 2005 Starr Ridge Vineyard Dijon Clones Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell
300,37874,US,"Continues the Shafer tradition of richly fruity Cabs, with near-perfect tannins and just-right oak, and an elegant suppleness that's delicious and distinctive in youth, but ageworthy. The fine vintage has made the wine extra-complex and balanced. Over the years, many wineries have arisen, but few have a better track record than Shafer.",,93,48.0,California,Napa Valley,Napa,,,Shafer 1999 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Shafer
301,37876,Australia,"Dense all the way, from the dark, almost black color, to the huge aromas of blackberry jam, smoke and cassis, to the enormously fruity flavors. The texture is massive. This dry, complex wine coats the palate with all sorts of sensations, and the lush, sweet, fruity flavor lasts a full 30 seconds on the finish.",Bethany Creek Vineyard - Limited Reserve,93,30.0,South Australia,Barossa Valley,,,,Heritage Road 1999 Bethany Creek Vineyard - Limited Reserve Cabernet Sauvignon (Barossa Valley),Cabernet Sauvignon,Heritage Road
302,37892,US,"There's lots to admire in this well-ripened, elegant dinner wine. It has aromas of green olives, white chocolate, and plums, with a waft of smoky oak, while the flavors are spicy and fruity. Bone-dry, it's richly tannic and complex, with depth and interest.",,92,26.0,California,Stags Leap District,Napa,,,Steltzner 1999 Merlot (Stags Leap District),Merlot,Steltzner
303,37927,France,"Redde's top wine, named after the winery, is rounded, rich and full in the mouth. Flavors of toast and ripe pear combine with tangy acidity, producing a complex, intensely fruity wine that should age for two years.",La Moynerie,91,27.0,Loire Valley,Pouilly-Fumé,,Roger Voss,@vossroger,Michel Redde et Fils 2010 La Moynerie  (Pouilly-Fumé),Sauvignon Blanc,Michel Redde et Fils
304,37974,US,"This robustly generous wine is impactful in chocolate and sweet, soft plum. A complexity of cedar, herb and blackberry marks the palate, with integrated tannins and oak. The complementary elements provide intrigue and flavor in a heavyweight package, ready for cellaring through 2022.",55% Slope Impassable Mountain Reserve,92,125.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Hidden Ridge 2012 55% Slope Impassable Mountain Reserve Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Hidden Ridge
305,38040,US,"Vanilla and fig hints add interest to this medium-bodied, richly textured wine. It's quietly fruity, suggesting honeydew melon, and has complex layers that unfold on the palate. It's a very good example of how this grape variety thrives in Lake County.",Asbill Valley,90,18.0,California,Lake County,,Jim Gordon,@gordone_cellars,Six Sigma Ranch 2016 Asbill Valley Sauvignon Blanc (Lake County),Sauvignon Blanc,Six Sigma Ranch
306,38301,France,"This is a structured, fruity wine that has ripe strawberry and red plum flavors. Its tannins are condensed at the core, and the finish is marked by refreshing acidity. The vineyard is wholly owned by Faiveley.",Clos de L'Ecu Premier Cru,91,70.0,Burgundy,Beaune,,Roger Voss,@vossroger,Domaine Faiveley 2010 Clos de L'Ecu Premier Cru  (Beaune),Pinot Noir,Domaine Faiveley
307,38369,US,"From three cool-climate sites within the appellation, this is a floral, fruity wine with a zesty underbelly of acidity. Lemongrass, lemon peel and grapefruit flavors are the main event.",,90,20.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Schug 2016 Sauvignon Blanc (Sonoma Coast),Sauvignon Blanc,Schug
308,38373,Portugal,"The wine comes from Symington vineyards in the Douro Superior, recognized as a top Douro region for red wines. This wood-aged wine has spice and some firm tannins giving it richness and concentration. It also has juicy black fruits and acidity that keep the wine crisp and fruity. Drink from 2018.",Altano Reserva,90,25.0,Douro,,,Roger Voss,@vossroger,Symington Family Estates 2014 Altano Reserva Red (Douro),Portuguese Red,Symington Family Estates
309,38420,Portugal,"In its powerful, heavy bottle, this is a powerful, rich wine that is impressively dense and concentrated. Ripe red and black fruit flavors mingle alongside dark chocolate tones, supported by structured tannins. Age this impressive wine and drink after 2015.",Reserva,93,37.0,Lisboa,,,Roger Voss,@vossroger,Herdade do Rocim 2010 Reserva Red (Lisboa),Portuguese Red,Herdade do Rocim
310,38439,US,"A beautiful black currant character animates this classically-styled wine. It's fruity and generously spiced on the nose, with cinnamon and nutmeg scents from oak. Its flavors build on that black currant, with spice notes giving it a layered effect, supported by fine-grained tannins. While irrestible now, this will be best after 2019.",Reserva Collection,93,28.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Rubino Estates Winery 2014 Reserva Collection Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Rubino Estates Winery
311,38541,New Zealand,"This blend of 50% Merlot, 45% Cabernet Sauvignon and 5% Cabernet Franc is ambitiously priced, but the quality is in the bottle. Next time you need a ringer for a right-bank Bordeaux tasting, here's a perfect candidate. Dried spices and a smooth, rich texture are the only hallmarks left from two years of barrel aging—the mocha and black cherry fruit is rich and luscious, developing tobacco nuances on the moderately tannic finish. Drink now and over the next 10 years.",Maestro,92,52.0,Waipara,,,Joe Czerwinski,@JoeCz,Pegasus Bay 1998 Maestro Cabernet Sauvignon-Merlot (Waipara),Cabernet Sauvignon-Merlot,Pegasus Bay
